CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount
839809,B,7,69.4158804,91.34665284,PayPal,"93173 Collins Via
CustomerID,ProductID,Quantity,Price,TransactionDate,PaymentMethod,StoreLocation,ProductCategory,DiscountApplied(%),TotalAmount
546265,B,3,58.45045402,17-11-2023 13:36,PayPal,084 Rowland Walks",,,
Lake Scotttown," MH 98077""",Clothing,2.637836973,170.725879,,,,,
328965,A,6,46.63463443,29-04-2023 23:46,PayPal,"430 Anthony Crossroad
Emilyton, NC 14441",Clothing,5.807990025,263.5565971
43404,B,3,55.50309736,30-04-2023 00:45,Credit Card,"59073 Tran Valleys
Danielleton, SD 24798",Clothing,3.597707974,160.518774
208284,A,9,46.99302933,30-04-2023 01:20,Debit Card,"4220 Malone Islands Suite 192
South Gregoryshire, WA 25862",Electronics,1.913036375,476.6155055
774705,C,3,89.10954457,30-04-2023 02:26,Cash,"526 Courtney Courts
Holmesland, NY 05841",Home Decor,19.09031887,216.2947451
576243,A,5,17.19499743,30-04-2023 03:20,Credit Card,"5705 Ford Villages
Lake Joseph, HI 42471",Home Decor,3.417434759,83.03684804
752967,C,1,63.68280122,30-04-2023 03:35,PayPal,"74960 Reeves Row Suite 656
South Kristinfort, UT 54809",Home Decor,4.114880842,405.5338995
457717,A,5,95.48251646,30-04-2023 04:49,PayPal,"3146 Brown Shoals Suite 835
North Michaelville, MH 70590",Home Decor,8.031864706,439.0674496
638267,D,6,11.83908674,30-04-2023 04:53,Credit Card,"9602 Mason Pine
New Patricia, DE 18390",Home Decor,9.345279695,64.39614581
796231,D,4,49.22478947,30-04-2023 05:58,PayPal,"04437 Pineda Terrace Apt. 280
East Aaronton, SC 67895",Books,0.910209016,195.106964
984695,A,2,52.60143741,30-04-2023 07:25,PayPal,"2582 Brandon Hill
New Joshualand, WI 30634",Electronics,15.91142895,88.46359415
102219,B,5,61.26904069,30-04-2023 10:40,Cash,"4702 Mckee Prairie Suite 530
West Cathyport, AZ 68944",Electronics,8.217078325,58.44993557
552884,C,4,84.16523674,30-04-2023 10:52,Credit Card,"82384 Lloyd Street Suite 640
Jonesmouth, WY 79495",Books,8.9417935,306.5574203
596936,B,8,56.5103425,30-04-2023 12:45,PayPal,"55602 Denise Mountain
Tuckerville, MN 45885",Books,11.65955047,399.3719248
919926,D,7,63.29753161,30-04-2023 13:44,Cash,"7620 Strickland Union
Lake Jeffery, TN 02387",Books,7.653370413,409.1719594
380621,B,6,29.65874117,30-04-2023 16:16,Cash,"5526 Brandon Junctions
Phillipsburgh, KS 72440",Clothing,18.32626033,145.3404183
843725,A,1,35.14185562,30-04-2023 17:41,Credit Card,"5824 Snyder Parkway
Lake Michael, RI 80373",Home Decor,9.030640943,31.96832081
911559,C,8,69.23118241,30-04-2023 18:56,PayPal,"7972 Dickerson Prairie
Lake Jackview, MP 68613",Electronics,3.716613081,533.2650178
230694,A,1,51.09177507,30-04-2023 22:54,PayPal,"5694 Nolan Canyon Apt. 668
Dianemouth, NV 65332",Clothing,0.04364042,51.0694784
529231,D,3,35.23420098,01-05-2023 02:09,PayPal,"623 Smith Parkway
Martinmouth, GU 62071",Clothing,5.03013291,100.3856215
224336,D,3,36.9733751,01-05-2023 05:09,Cash,"00216 Hunter Ranch Suite 625
Lake Alexisside, NH 52221",Clothing,0.638952841,110.211398
725711,A,9,93.93970213,01-05-2023 08:41,Cash,"09504 Young Street
West Melissahaven, IN 88851",Electronics,18.63973245,687.8663369
298936,D,4,96.69131607,01-05-2023 09:26,Debit Card,"4976 Edwards Way
Lake Lindseystad, DC 05922",Home Decor,9.167582972,351.3082378
671080,D,6,66.71566007,01-05-2023 09:36,PayPal,"8230 Edward Crest
Mclaughlinmouth, TX 44357",Home Decor,11.03182881,356.134216
934580,B,7,28.37734457,01-05-2023 11:06,PayPal,"USCGC Munoz
FPO AP 98774",Home Decor,7.448838253,183.8449345
269465,B,6,91.25273935,01-05-2023 12:34,Debit Card,"478 Horne Creek Apt. 552
Lake Cindy, MT 29716",Electronics,14.75938304,466.7063881
672373,B,1,45.97702355,01-05-2023 12:40,PayPal,"0537 Whitney Fort
West Gavin, MS 19883",Clothing,18.14111375,37.63627941
100785,A,5,27.39818066,01-05-2023 13:08,Credit Card,"13451 English Pine Suite 179
North Pennymouth, GA 23065",Clothing,17.42547625,113.119586
481764,A,2,44.82666104,01-05-2023 16:46,Cash,"USCGC Mendoza
FPO AA 56180",Home Decor,1.363368709,88.43101675
202965,D,8,14.6056012,01-05-2023 18:19,Cash,"731 Webb Stravenue Suite 009
Port Marissaland, ME 80550",Books,6.896640385,108.7864432
533918,B,4,85.58415852,01-05-2023 19:07,PayPal,"991 Evan Heights
Seanhaven, MA 79002",Clothing,12.11119484,300.8755773
13817,B,4,22.51310813,01-05-2023 19:53,Debit Card,"34539 Peter View Apt. 324
Contreraston, MP 17303",Clothing,16.67886279,75.03271087
